claim_id,claim_type,topic,claim_text,companies,mechanism,direction,horizon,metric,value,unit,source_report_id,source_title,page,section,source_tier,evidence_span,confidence,as_of_date,exposure_level,review_status,reviewer_note,quality_flags,conflict_group_id
claim_db1c3a3524c2cb21,mechanism,算力网络,算力网络 机理/传导：紫光股份受益于智算中心。证据：基础层聚焦智算中心等核心算力设施,"[""紫光股份""]",紫光股份 在 算力网络 的关系为受益于智算中心,positive,,,,,annual_000938_2025,2025年年度报告,12,管理层讨论与分析,1,基础层聚焦智算中心等核心算力设施,0.70,2025,core,auto,,,
claim_c6717830f7bd3403,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：拥有产品数字乡村解决方案。证据：聚焦信息基础设施、公共支撑平台、数字应用场景、保障体系建设、建设运营管理等数字乡村建设场景,"[""紫光股份""]",紫光股份 在 算力网络 的关系为拥有产品数字乡村解决方案,neutral,,,,,annual_000938_2025,2025年年度报告,55,巩固拓展脱贫攻坚成果、乡村振兴的情况,1,聚焦信息基础设施、公共支撑平台、数字应用场景、保障体系建设、建设运营管理等数字乡村建设场景,0.80,2025,core,auto,,,
claim_ed229687c6db0742,company_exposure,AI服务器,紫光股份 对 AI服务器 的公司敞口为 mentioned：拥有产品算力调度管理平台。证据：公司打造了以高速无损网络、人工智能服务器、下一代存储、算力调度管理平台为核心的全栈智算解决方案,"[""紫光股份""]",紫光股份 在 AI服务器 的关系为拥有产品算力调度管理平台,neutral,,,,,annual_000938_2025,2025年年度报告,16,主营业务分析,1,公司打造了以高速无损网络、人工智能服务器、下一代存储、算力调度管理平台为核心的全栈智算解决方案,0.90,2025,mentioned,auto,,,
claim_047d1df5a82cca69,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：拥有产品算力调度管理平台。证据：公司打造了以高速无损网络、人工智能服务器、下一代存储、算力调度管理平台为核心的全栈智算解决方案,"[""紫光股份""]",紫光股份 在 算力网络 的关系为拥有产品算力调度管理平台,neutral,,,,,annual_000938_2025,2025年年度报告,16,主营业务分析,1,公司打造了以高速无损网络、人工智能服务器、下一代存储、算力调度管理平台为核心的全栈智算解决方案,0.90,2025,core,auto,,,
claim_bf3beea5628c0f86,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：涉及技术Comware。证据：公司在网络、服务器、存储、云计算、安全等重点领域掌握核心技术，包括Comware、AD-NET、U-Center、CloudOS、UltraStor、BMC、傲飞算力平台、灵犀使能平台等平台与核心底层软件以及相应的硬件产品IP,"[""紫光股份""]",紫光股份 在 算力网络 的关系为涉及技术Comware,neutral,,,,,annual_000938_2025,2025年年度报告,15,覆盖全球的销售网络,1,公司在网络、服务器、存储、云计算、安全等重点领域掌握核心技术，包括Comware、AD-NET、U-Center、CloudOS、UltraStor、BMC、傲飞算力平台、灵犀使能平台等平台与核心底层软件以及相应的硬件产品IP,0.90,2025,core,auto,,,
claim_996e037bdf4813cb,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：涉及技术AD-NET。证据：同上,"[""紫光股份""]",紫光股份 在 算力网络 的关系为涉及技术AD-NET,neutral,,,,,annual_000938_2025,2025年年度报告,15,覆盖全球的销售网络,1,同上,0.90,2025,core,auto,,,
claim_f6eafd01e27c7143,indicator,算力网络,"算力网络 的可跟踪指标：紫光股份披露指标国外营业收入。证据：国外 | 4,710,527,747.84 | 3,601,208,503.46 | 23.55% | 53.59% | 73.58% | -8.81%","[""紫光股份""]",紫光股份 在 算力网络 的关系为披露指标国外营业收入,neutral,,国外营业收入,4710527747.84,,annual_000938_2025,2025年年度报告,21,公司实物销售收入是否大于劳务收入,1,"国外 | 4,710,527,747.84 | 3,601,208,503.46 | 23.55% | 53.59% | 73.58% | -8.81%",1.00,2025,core,auto,,,
claim_9f1022263721f489,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：拥有产品全场景Wi-Fi 7组网方案。证据：完成全场景丰富Wi-Fi 7 AP 款型及管理平台增强项目发布,"[""紫光股份""]",紫光股份 在 算力网络 的关系为拥有产品全场景Wi-Fi 7组网方案,neutral,,,7,,annual_000938_2025,2025年年度报告,26,费用,1,完成全场景丰富Wi-Fi 7 AP 款型及管理平台增强项目发布,1.00,2025,core,auto,,,
claim_bd3dffb19971bcd9,indicator,算力网络,"算力网络 的可跟踪指标：紫光股份拥有产品IT产品分销与供应链服务。证据：分产品：IT 产品分销与供应链服务，2025年收入25,561,918,394.39元，占营业收入比重26.42%。","[""紫光股份""]",紫光股份 在 算力网络 的关系为拥有产品IT产品分销与供应链服务,neutral,near_term,,2025,,annual_000938_2025,2025年年度报告,20,单位：元,1,"分产品：IT 产品分销与供应链服务，2025年收入25,561,918,394.39元，占营业收入比重26.42%。",1.00,2025,core,auto,,,
claim_f919f888e8ca5a98,indicator,算力网络,"算力网络 的可跟踪指标：紫光股份披露指标营业收入_2025。证据：营业收入49 96,748,339,344.03","[""紫光股份""]",紫光股份 在 算力网络 的关系为披露指标营业收入_2025,neutral,near_term,营业收入_2025,2025,,annual_000938_2025,2025年年度报告,100,营业收入,1,"营业收入49 96,748,339,344.03",1.00,2025,core,auto,,,
claim_a1f5ad7de8afc6ed,indicator,算力网络,算力网络 的可跟踪指标：紫光股份披露指标毛利率比上年同期增减。证据：毛利率比上年同期增减 -2.80%,"[""紫光股份""]",紫光股份 在 算力网络 的关系为披露指标毛利率比上年同期增减,neutral,,毛利率比上年同期增减,-2.80,%,annual_000938_2025,2025年年度报告,20,单位：元,1,毛利率比上年同期增减 -2.80%,1.00,2025,core,auto,,,
claim_c72804f9f1f2afb1,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：涉及技术云计算。证据：公司深度布局“云—网—安—算—存—端”全产业链，提供网络、计算、存储、安全、终端等全栈智能ICT基础设施产品、先进的云与智能平台和数字化解决方案,"[""紫光股份""]",紫光股份 在 算力网络 的关系为涉及技术云计算,neutral,,,,,annual_000938_2025,2025年年度报告,13,核心竞争力分析,1,公司深度布局“云—网—安—算—存—端”全产业链，提供网络、计算、存储、安全、终端等全栈智能ICT基础设施产品、先进的云与智能平台和数字化解决方案,0.90,2025,core,auto,,,
claim_23866a4d0de9d982,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：拥有产品数据中心交换机。证据：公司数据中心交换机和高端路由器成功通过欧洲高级网络测试中心（EANTC）2025 互通性测试,"[""紫光股份""]",紫光股份 在 算力网络 的关系为拥有产品数据中心交换机,neutral,near_term,,2025,,annual_000938_2025,2025年年度报告,18,核心竞争力,1,公司数据中心交换机和高端路由器成功通过欧洲高级网络测试中心（EANTC）2025 互通性测试,0.90,2025,core,auto,,,
claim_02affb443dcf6eb5,company_exposure,数据中心,紫光股份 对 数据中心 的公司敞口为 direct：拥有产品数据中心交换机。证据：公司数据中心交换机和高端路由器成功通过欧洲高级网络测试中心（EANTC）2025 互通性测试,"[""紫光股份""]",紫光股份 在 数据中心 的关系为拥有产品数据中心交换机,neutral,near_term,,2025,,annual_000938_2025,2025年年度报告,18,核心竞争力,1,公司数据中心交换机和高端路由器成功通过欧洲高级网络测试中心（EANTC）2025 互通性测试,0.90,2025,direct,auto,,,
claim_d1429b36fe6525be,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：拥有产品计算。证据：为客户提供网络、计算、存储、云计算、安全和智能终端等全栈智能化信息通信（ICT）基础设施、云与智能平台，以及数字化转型及智能化升级的解决方案。,"[""紫光股份""]",紫光股份 在 算力网络 的关系为拥有产品计算,neutral,,,,,annual_000938_2025,2025年年度报告,113,基本情况,1,为客户提供网络、计算、存储、云计算、安全和智能终端等全栈智能化信息通信（ICT）基础设施、云与智能平台，以及数字化转型及智能化升级的解决方案。,1.00,2025,core,auto,,,
claim_0de4e7164a09e41a,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：拥有产品园区网控制器7.3版本。证据：完成园区网控制器 7.3 版本发布,"[""紫光股份""]",紫光股份 在 算力网络 的关系为拥有产品园区网控制器7.3版本,neutral,,,7.3,,annual_000938_2025,2025年年度报告,26,费用,1,完成园区网控制器 7.3 版本发布,1.00,2025,core,auto,,,
claim_566351b869a39c0a,indicator,算力网络,算力网络 的可跟踪指标：紫光股份披露指标研发投入占营业收入比例。证据：表格中2025年研发投入占营业收入比例为5.12%，2024年为6.46%。,"[""紫光股份""]",紫光股份 在 算力网络 的关系为披露指标研发投入占营业收入比例,neutral,near_term,研发投入占营业收入比例,2025,,annual_000938_2025,2025年年度报告,27,公司研发投入情况,1,表格中2025年研发投入占营业收入比例为5.12%，2024年为6.46%。,1.00,2025,core,auto,,,
claim_81c42aa30a18c4aa,indicator,算力网络,"算力网络 的可跟踪指标：紫光股份披露指标国内营业收入。证据：国内 | 92,037,811,596.19 | 79,030,638,114.93 | 14.13% | 21.17% | 25.03% | -2.66%","[""紫光股份""]",紫光股份 在 算力网络 的关系为披露指标国内营业收入,neutral,,国内营业收入,92037811596.19,,annual_000938_2025,2025年年度报告,21,公司实物销售收入是否大于劳务收入,1,"国内 | 92,037,811,596.19 | 79,030,638,114.93 | 14.13% | 21.17% | 25.03% | -2.66%",1.00,2025,core,auto,,,
claim_07596b1a8a86bbfb,indicator,算力网络,"算力网络 的可跟踪指标：紫光股份披露指标国外收入。证据：国外收入：2025年4,710,527,747.84元，占营业收入比重4.87%。","[""紫光股份""]",紫光股份 在 算力网络 的关系为披露指标国外收入,neutral,near_term,国外收入,2025,,annual_000938_2025,2025年年度报告,20,单位：元,1,"国外收入：2025年4,710,527,747.84元，占营业收入比重4.87%。",1.00,2025,core,auto,,,
claim_59881ca5d4c8eb3b,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：拥有产品安全大数据中台产品。证据：完成安全大模型和安全智能体产品发布,"[""紫光股份""]",紫光股份 在 算力网络 的关系为拥有产品安全大数据中台产品,neutral,,,,,annual_000938_2025,2025年年度报告,26,费用,1,完成安全大模型和安全智能体产品发布,1.00,2025,core,auto,,,
claim_04acf9e6bb4c6970,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：涉及技术Wi-Fi 7。证据：全场景Wi-Fi 7组网方案增强,"[""紫光股份""]",紫光股份 在 算力网络 的关系为涉及技术Wi-Fi 7,neutral,,,7,,annual_000938_2025,2025年年度报告,26,费用,1,全场景Wi-Fi 7组网方案增强,1.00,2025,core,auto,,,
claim_6e8d2ff980ade96a,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：拥有产品百业灵犀私域大模型。证据：公司陆续推出百业灵犀私域大模型、灵犀使能平台、灵犀推理引擎、灵犀AI助手、灵犀Cube一体机及多个行业智能体,"[""紫光股份""]",紫光股份 在 算力网络 的关系为拥有产品百业灵犀私域大模型,neutral,,,,,annual_000938_2025,2025年年度报告,13,核心竞争力分析,1,公司陆续推出百业灵犀私域大模型、灵犀使能平台、灵犀推理引擎、灵犀AI助手、灵犀Cube一体机及多个行业智能体,0.90,2025,core,auto,,,
claim_d65245018bf79cbc,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：拥有产品IT产品分销与供应链服务。证据：产品分类：IT产品分销与供应链服务,"[""紫光股份""]",紫光股份 在 算力网络 的关系为拥有产品IT产品分销与供应链服务,neutral,,,,,annual_000938_2025,2025年年度报告,21,单位：元,1,产品分类：IT产品分销与供应链服务,1.00,2025,core,auto,,,
claim_4b0e1b81f1f98dcc,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：拥有产品政务云。证据：参与19个国家部委(局)级、26个省级和200多个地市县级地区的政务云开发工作,"[""紫光股份""]",紫光股份 在 算力网络 的关系为拥有产品政务云,neutral,,,19,个,annual_000938_2025,2025年年度报告,14,优质的客户资源和丰富的数字化转型实践经验,1,参与19个国家部委(局)级、26个省级和200多个地市县级地区的政务云开发工作,0.80,2025,core,auto,,,
claim_bb8a1140c4cfa96f,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：属于环节AI算力产业链。证据：作为数字化及AI解决方案提供者，为客户提供网络、计算、存储、云计算、安全和智能终端等全栈智能化信息通信（ICT）基础设施、云与智能平台，以及数字化转型及智能化升级的解决方案。,"[""紫光股份""]",紫光股份 在 算力网络 的关系为属于环节AI算力产业链,neutral,,,,,annual_000938_2025,2025年年度报告,113,基本情况,1,作为数字化及AI解决方案提供者，为客户提供网络、计算、存储、云计算、安全和智能终端等全栈智能化信息通信（ICT）基础设施、云与智能平台，以及数字化转型及智能化升级的解决方案。,0.90,2025,core,auto,,,
claim_e25aba65a50bd42b,indicator,算力网络,算力网络 的可跟踪指标：紫光股份披露指标归母净利润同比增长率。证据：实现归属于上市公司股东的净利润16.86亿元，同比增长7.19%,"[""紫光股份""]",紫光股份 在 算力网络 的关系为披露指标归母净利润同比增长率,neutral,,归母净利润同比增长率,16.86,亿元,annual_000938_2025,2025年年度报告,39,市值管理制度和估值提升计划的制定落实情况,1,实现归属于上市公司股东的净利润16.86亿元，同比增长7.19%,1.00,2025,core,auto,,,
claim_fe220ce25ee100eb,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：具有敞口政企DICT市场。证据：强化政企DICT市场合作。,"[""紫光股份""]",紫光股份 在 算力网络 的关系为具有敞口政企DICT市场,neutral,,,,,annual_000938_2025,2025年年度报告,19,抢抓产业机遇，助力国内行业客户增强数智化水平,1,强化政企DICT市场合作。,0.80,2025,core,auto,,,
claim_53ad2342f7f9081f,company_exposure,液冷,紫光股份 对 液冷 的公司敞口为 indirect：拥有产品液冷技术创新产品。证据：2025年，公司又陆续推出多款液冷技术创新产品及配套解决方案,"[""紫光股份""]",紫光股份 在 液冷 的关系为拥有产品液冷技术创新产品,neutral,near_term,,2025,,annual_000938_2025,2025年年度报告,15,覆盖全球的销售网络,1,2025年，公司又陆续推出多款液冷技术创新产品及配套解决方案,0.90,2025,indirect,auto,,,
claim_7f02b8c5788b03ce,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：拥有产品液冷技术创新产品。证据：2025年，公司又陆续推出多款液冷技术创新产品及配套解决方案,"[""紫光股份""]",紫光股份 在 算力网络 的关系为拥有产品液冷技术创新产品,neutral,near_term,,2025,,annual_000938_2025,2025年年度报告,15,覆盖全球的销售网络,1,2025年，公司又陆续推出多款液冷技术创新产品及配套解决方案,0.90,2025,core,auto,,,
claim_815b2b7e135a6193,indicator,算力网络,算力网络 的可跟踪指标：紫光股份披露指标归母净利润。证据：实现归属于上市公司股东的净利润16.86亿元，同比增长7.19%,"[""紫光股份""]",紫光股份 在 算力网络 的关系为披露指标归母净利润,neutral,,归母净利润,16.86,亿元,annual_000938_2025,2025年年度报告,39,市值管理制度和估值提升计划的制定落实情况,1,实现归属于上市公司股东的净利润16.86亿元，同比增长7.19%,1.00,2025,core,auto,,,
claim_438880ae9685c80e,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：拥有产品云计算。证据：为客户提供网络、计算、存储、云计算、安全和智能终端等全栈智能化信息通信（ICT）基础设施、云与智能平台，以及数字化转型及智能化升级的解决方案。,"[""紫光股份""]",紫光股份 在 算力网络 的关系为拥有产品云计算,neutral,,,,,annual_000938_2025,2025年年度报告,113,基本情况,1,为客户提供网络、计算、存储、云计算、安全和智能终端等全栈智能化信息通信（ICT）基础设施、云与智能平台，以及数字化转型及智能化升级的解决方案。,1.00,2025,core,auto,,,
claim_98b0e0a7735cedc6,indicator,算力网络,算力网络 的可跟踪指标：紫光股份拥有产品园区交换机。证据：中国企业网园区交换机市场份额36.2%，排名第二,"[""紫光股份""]",紫光股份 在 算力网络 的关系为拥有产品园区交换机,neutral,,,36.2,%,annual_000938_2025,2025年年度报告,14,优质的客户资源和丰富的数字化转型实践经验,1,中国企业网园区交换机市场份额36.2%，排名第二,0.90,2025,core,auto,,,
claim_535484df684d81c3,company_exposure,液冷,紫光股份 对 液冷 的公司敞口为 mentioned：拥有产品H3C UniServer G7系列模块化服务器。证据：公司H3C UniServer G7 系列模块化服务器以丰富的软硬件生态兼容性，适用于集群训练、训推一体、边缘推理等场景,"[""紫光股份""]",紫光股份 在 液冷 的关系为拥有产品H3C UniServer G7系列模块化服务器,neutral,,,3,,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,公司H3C UniServer G7 系列模块化服务器以丰富的软硬件生态兼容性，适用于集群训练、训推一体、边缘推理等场景,0.90,2025,mentioned,auto,,,
claim_daa69b975cc5c2bf,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：拥有产品H3C UniServer G7系列模块化服务器。证据：公司H3C UniServer G7 系列模块化服务器以丰富的软硬件生态兼容性，适用于集群训练、训推一体、边缘推理等场景,"[""紫光股份""]",紫光股份 在 算力网络 的关系为拥有产品H3C UniServer G7系列模块化服务器,neutral,,,3,,annual_000938_2025,2025年年度报告,17,力利用率，关键部件实现液冷散热，为万亿参数模型训练提供强大支持，兼具高效与绿色特性。,1,公司H3C UniServer G7 系列模块化服务器以丰富的软硬件生态兼容性，适用于集群训练、训推一体、边缘推理等场景,0.90,2025,core,auto,,,
claim_1f10d743cab4346b,indicator,算力网络,算力网络 的可跟踪指标：紫光股份披露指标扣非归母净利润。证据：实现归属于上市公司股东的扣除非经常性损益的净利润16.35亿元，同比增长12.26%,"[""紫光股份""]",紫光股份 在 算力网络 的关系为披露指标扣非归母净利润,neutral,,扣非归母净利润,16.35,亿元,annual_000938_2025,2025年年度报告,39,市值管理制度和估值提升计划的制定落实情况,1,实现归属于上市公司股东的扣除非经常性损益的净利润16.35亿元，同比增长12.26%,1.00,2025,core,auto,,,
claim_5848522e78531048,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：涉及技术傲飞算力平台。证据：同上,"[""紫光股份""]",紫光股份 在 算力网络 的关系为涉及技术傲飞算力平台,neutral,,,,,annual_000938_2025,2025年年度报告,15,覆盖全球的销售网络,1,同上,0.90,2025,core,auto,,,
claim_45dc1378060d1f5c,indicator,算力网络,"算力网络 的可跟踪指标：紫光股份披露指标归属于上市公司股东的净利润。证据：归属于上市公司股东的净利润（元）2025年1,685,521,754.82","[""紫光股份""]",紫光股份 在 算力网络 的关系为披露指标归属于上市公司股东的净利润,neutral,near_term,归属于上市公司股东的净利润,2025,,annual_000938_2025,2025年年度报告,9,□是 √否,1,"归属于上市公司股东的净利润（元）2025年1,685,521,754.82",1.00,2025,core,auto,,,
claim_6483fea6cc669340,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：涉及技术数智技术。证据：公司积极响应国家乡村振兴战略号召，以数智技术赋能乡村振兴,"[""紫光股份""]",紫光股份 在 算力网络 的关系为涉及技术数智技术,neutral,,,,,annual_000938_2025,2025年年度报告,55,巩固拓展脱贫攻坚成果、乡村振兴的情况,1,公司积极响应国家乡村振兴战略号召，以数智技术赋能乡村振兴,0.90,2025,core,auto,,,
claim_431ec1555f4425d8,indicator,算力网络,"算力网络 的可跟踪指标：紫光股份披露指标主营业务收入_2024。证据：2024年主营业务收入78,865,531,368.92元","[""紫光股份""]",紫光股份 在 算力网络 的关系为披露指标主营业务收入_2024,neutral,,主营业务收入_2024,2024,,annual_000938_2025,2025年年度报告,188,合并财务报表主要项目注释（续）,1,"2024年主营业务收入78,865,531,368.92元",1.00,2025,core,auto,,,
claim_59eede2b83719b93,indicator,算力网络,算力网络 的可跟踪指标：紫光股份披露指标稳定期毛利率。证据：毛利率14.8%,"[""紫光股份""]",紫光股份 在 算力网络 的关系为披露指标稳定期毛利率,neutral,,稳定期毛利率,14.8,%,annual_000938_2025,2025年年度报告,174,合并财务报表主要项目注释（续）,1,毛利率14.8%,1.00,2025,core,auto,,,
claim_0ea49ca0075e27c8,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：拥有产品广域网控制器7.4版本。证据：完成广域网控制器 7.4 版本发布,"[""紫光股份""]",紫光股份 在 算力网络 的关系为拥有产品广域网控制器7.4版本,neutral,,,7.4,,annual_000938_2025,2025年年度报告,26,费用,1,完成广域网控制器 7.4 版本发布,1.00,2025,core,auto,,,
claim_d43f83855ef020de,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：拥有产品灵犀智算解决方案。证据：主要研发项目名称：灵犀智算解决方案,"[""紫光股份""]",紫光股份 在 算力网络 的关系为拥有产品灵犀智算解决方案,neutral,,,,,annual_000938_2025,2025年年度报告,24,况如下：,1,主要研发项目名称：灵犀智算解决方案,0.90,2025,core,auto,,,
claim_4db0ea1182e00d3c,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：拥有产品知识平台。证据：针对大模型行业落地中如何有效进行私域数据使用的平台,"[""紫光股份""]",紫光股份 在 算力网络 的关系为拥有产品知识平台,neutral,,,,,annual_000938_2025,2025年年度报告,27,公司研发投入情况,1,针对大模型行业落地中如何有效进行私域数据使用的平台,1.00,2025,core,auto,,,
claim_e8937b19e5626ff8,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：拥有产品新一代高密汇聚路由器开发项目。证据：完成新一代SR6616路由器架构升级产品发布,"[""紫光股份""]",紫光股份 在 算力网络 的关系为拥有产品新一代高密汇聚路由器开发项目,neutral,,,6616,,annual_000938_2025,2025年年度报告,25,费用,1,完成新一代SR6616路由器架构升级产品发布,1.00,2025,core,auto,,,
claim_5f45aa8054cc1543,indicator,算力网络,算力网络 的可跟踪指标：紫光股份披露指标营业收入。证据：2025年度实现营业收入967.48亿元，同比增长22.43%,"[""紫光股份""]",紫光股份 在 算力网络 的关系为披露指标营业收入,neutral,near_term,营业收入,2025,,annual_000938_2025,2025年年度报告,39,市值管理制度和估值提升计划的制定落实情况,1,2025年度实现营业收入967.48亿元，同比增长22.43%,1.00,2025,core,auto,,,
claim_a5e88b18734a8240,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：涉及技术RISC-V 架构。证据：充分利用开放、灵活和高效的RISC-V 架构,"[""紫光股份""]",紫光股份 在 算力网络 的关系为涉及技术RISC-V 架构,neutral,,,,,annual_000938_2025,2025年年度报告,18,核心竞争力,1,充分利用开放、灵活和高效的RISC-V 架构,0.90,2025,core,auto,,,
claim_55844791b2dc1e96,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：拥有产品交换机。证据：主要产品及服务包括：1、网络设备：交换机、路由器、WLAN、SDN、PON、智能管理与运维服务等；,"[""紫光股份""]",紫光股份 在 算力网络 的关系为拥有产品交换机,neutral,,,1,,annual_000938_2025,2025年年度报告,12,管理层讨论与分析,1,主要产品及服务包括：1、网络设备：交换机、路由器、WLAN、SDN、PON、智能管理与运维服务等；,1.00,2025,core,auto,,,
claim_9e57e74d3fa5018d,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：拥有产品人工智能计算服务器。证据：主要产品及服务包括：2、服务器：通用计算服务器、人工智能计算服务器、关键业务计算服务器、边缘计算服务器等；,"[""紫光股份""]",紫光股份 在 算力网络 的关系为拥有产品人工智能计算服务器,neutral,,,2,,annual_000938_2025,2025年年度报告,12,管理层讨论与分析,1,主要产品及服务包括：2、服务器：通用计算服务器、人工智能计算服务器、关键业务计算服务器、边缘计算服务器等；,1.00,2025,core,auto,,,
claim_39bb8e1dac235956,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：拥有产品LinSeer MegaCube AI 一体机。证据：完成 LinSeer MegaCube AI 一体机发布,"[""紫光股份""]",紫光股份 在 算力网络 的关系为拥有产品LinSeer MegaCube AI 一体机,neutral,,,,,annual_000938_2025,2025年年度报告,27,公司研发投入情况,1,完成 LinSeer MegaCube AI 一体机发布,1.00,2025,core,auto,,,
claim_04bcbea111032a1c,company_exposure,数据中心,紫光股份 对 数据中心 的公司敞口为 direct：拥有产品智算中心。证据：联合运营商累计建设48个中大型智算中心,"[""紫光股份""]",紫光股份 在 数据中心 的关系为拥有产品智算中心,neutral,,,48,个,annual_000938_2025,2025年年度报告,14,优质的客户资源和丰富的数字化转型实践经验,1,联合运营商累计建设48个中大型智算中心,0.80,2025,direct,auto,,,
claim_4febe7b44a4597ba,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：拥有产品智算中心。证据：联合运营商累计建设48个中大型智算中心,"[""紫光股份""]",紫光股份 在 算力网络 的关系为拥有产品智算中心,neutral,,,48,个,annual_000938_2025,2025年年度报告,14,优质的客户资源和丰富的数字化转型实践经验,1,联合运营商累计建设48个中大型智算中心,0.80,2025,core,auto,,,
claim_e9c5a87c5e4df248,indicator,算力网络,"算力网络 的可跟踪指标：紫光股份披露指标营业成本_2024。证据：减：营业成本49 65,282,115,477.87","[""紫光股份""]",紫光股份 在 算力网络 的关系为披露指标营业成本_2024,neutral,,营业成本_2024,2024,,annual_000938_2025,2025年年度报告,100,营业收入,1,"减：营业成本49 65,282,115,477.87",1.00,2025,core,auto,,,
claim_eda2af08a97888a1,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：拥有产品算力快线解决方案。证据：合作伙伴首推“算力快线解决方案”,"[""紫光股份""]",紫光股份 在 算力网络 的关系为拥有产品算力快线解决方案,neutral,,,,,annual_000938_2025,2025年年度报告,18,核心竞争力,1,合作伙伴首推“算力快线解决方案”,0.90,2025,core,auto,,,
claim_21aa25f4b47e0029,company_exposure,AI芯片,紫光股份 对 AI芯片 的公司敞口为 indirect：涉及技术FPGA加速。证据：通过新一代处理器及FPGA 加速卡升级，新建连接性能同比提升 160%,"[""紫光股份""]",紫光股份 在 AI芯片 的关系为涉及技术FPGA加速,neutral,,,160,%,annual_000938_2025,2025年年度报告,26,费用,1,通过新一代处理器及FPGA 加速卡升级，新建连接性能同比提升 160%,1.00,2025,indirect,auto,,,
claim_ab7fda3215380193,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：涉及技术FPGA加速。证据：通过新一代处理器及FPGA 加速卡升级，新建连接性能同比提升 160%,"[""紫光股份""]",紫光股份 在 算力网络 的关系为涉及技术FPGA加速,neutral,,,160,%,annual_000938_2025,2025年年度报告,26,费用,1,通过新一代处理器及FPGA 加速卡升级，新建连接性能同比提升 160%,1.00,2025,core,auto,,,
claim_101ef1aae79c155a,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：拥有产品安全。证据：持续在网络、安全、计算、存储、云计算、人工智能等重点领域的研发投入，夯实“云—网—安—算—存—端”全栈业务布局,"[""紫光股份""]",紫光股份 在 算力网络 的关系为拥有产品安全,neutral,,,,,annual_000938_2025,2025年年度报告,24,费用,1,持续在网络、安全、计算、存储、云计算、人工智能等重点领域的研发投入，夯实“云—网—安—算—存—端”全栈业务布局,0.90,2025,core,auto,,,
claim_2379cd97ed1c7ff8,policy,算力网络,算力网络 机理/传导：紫光股份政策支撑企业会计准则第37号——金融工具列报。证据：同上。,"[""紫光股份""]",紫光股份 在 算力网络 的关系为政策支撑企业会计准则第37号——金融工具列报,positive,,,37,,annual_000938_2025,2025年年度报告,32,√适用 □不适用,1,同上。,1.00,2025,core,auto,,,
claim_bd67046e2847e3d7,company_exposure,算力网络,紫光股份 对 算力网络 的公司敞口为 core：拥有产品下一代存储升级开发项目。证据：完成下一代分布式存储X20000升级版本发布,"[""紫光股份""]",紫光股份 在 算力网络 的关系为拥有产品下一代存储升级开发项目,neutral,,,20000,,annual_000938_2025,2025年年度报告,25,费用,1,完成下一代分布式存储X20000升级版本发布,1.00,2025,core,auto,,,
